SSC_NAME,cuisine_primary,count
Kensington (NSW),['Tapas',1
Kensington (NSW),['Thai',1
Kensington (NSW),['Thai'],2
Killara (NSW),['Cafe'],1
Killara (NSW),['Lebanese'],1
Killara (NSW),['Modern Australian',1
Killara (NSW),['Modern Australian'],1
Kings Langley,['Asian',2
Kings Langley,['Kebab'],1
Kings Langley,['Pizza'],1
Kings Park (NSW),['American',1
Kings Park (NSW),['Modern Australian'],1
Kings Park (NSW),['Pub Food',1
Kingsford (NSW),['Asian',4
Kingsford (NSW),['Australian'],1
Kingsford (NSW),['Bar Food'],1
Kingsford (NSW),['Cafe',1
Kingsford (NSW),['Cafe'],3
Kingsford (NSW),['Chinese',3
Kingsford (NSW),['Chinese'],12
Kingsford (NSW),['Indonesian'],4
Kingsford (NSW),['Italian',3
Kingsford (NSW),['Italian'],1
Kingsford (NSW),['Japanese',3
Kingsford (NSW),['Japanese'],1
Kingsford (NSW),['Malaysian'],2
Kingsford (NSW),['Modern Australian'],1
Kingsford (NSW),['Pub Food'],1
Kingsford (NSW),['Sandwich',1
Kingsford (NSW),['Sushi'],2
Kingsford (NSW),['Thai',1
Kingsford (NSW),['Thai'],1
Kingsford (NSW),['Vietnamese',1
Kingsford (NSW),['Vietnamese'],1
Kingsgrove,['Asian',2
Kingsgrove,['BBQ',1
Kingsgrove,['Cafe',2
Kingsgrove,['Cafe'],4
Kingsgrove,['Chinese',1
Kingsgrove,['Chinese'],2
Kingsgrove,['Greek'],1
Kingsgrove,['Indian'],1
Kingsgrove,['Italian',1
Kingsgrove,['Italian'],1
Kingsgrove,['Modern Australian'],1
Kingsgrove,['Pizza',1
Kingsgrove,['Pizza'],1
Kingsgrove,['Thai'],3
Kirrawee,['Cafe',1
Kirrawee,['Cafe'],5
Kirrawee,['Chinese',1
Kirrawee,['Fast Food',1
Kirrawee,['Italian'],1
Kirrawee,['Pizza'],1
Kirrawee,['Sandwich',2
Kirrawee,['Thai'],1
Kirribilli,['Burger'],1
Kirribilli,['Cafe',1
Kirribilli,['Cafe'],3
Kirribilli,['Fast Food',1
Kirribilli,['Italian',3
Kirribilli,['Japanese',1
Kirribilli,['Japanese'],1
Kirribilli,['Modern Australian'],3
Kirribilli,['Pizza',1
Kirribilli,['Seafood',1
Kirribilli,['Tapas',3
Kirribilli,['Thai'],2
Kogarah,['Australian',1
Kogarah,['Australian'],1
Kogarah,['Bakery',1
Kogarah,['Bar Food',1
Kogarah,['Bar Food'],1
Kogarah,['Cafe',2
Kogarah,['Cafe'],14
Kogarah,['Charcoal Chicken',1
Kogarah,['Chinese'],4
Kogarah,['Deli',1
Kogarah,['Filipino'],1
Kogarah,['Fish and Chips'],1
Kogarah,['Greek',1
Kogarah,['Greek'],1
Kogarah,['Grill',1
Kogarah,['Indian',1
Kogarah,['Indian'],1
Kogarah,['Italian',2
Kogarah,['Japanese',3
Kogarah,['Malaysian',1
Kogarah,['Middle Eastern',1
Kogarah,['Patisserie',1
Kogarah,['Pizza',1
Kogarah,['Pizza'],2
Kogarah,['Sandwich'],1
Kogarah,['Seafood'],2
Kogarah,['Sushi',1
Kogarah,['Sushi'],1
Kogarah,['Thai'],6
Kogarah,['Turkish'],1
Kogarah,['Vietnamese',2
Kogarah,['Vietnamese'],1
Kogarah,['Yum Cha'],1
Kogarah Bay,['Greek'],1
Kurnell,['Burger',1
Kurnell,['Cafe'],2
Kurnell,['Fast Food'],1
Kurnell,['Pizza'],1
Kyeemagh,['Cafe',1
Kyeemagh,['Fish and Chips'],1
Kyeemagh,['Seafood',1
Kyle Bay,['Cafe'],1
Kyle Bay,['Italian'],1
La Perouse,['Cafe',1
La Perouse,['Pizza',1
La Perouse,['Seafood'],1
La Perouse,['Thai',1
Lakemba,['Afghani'],1
Lakemba,['Asian'],1
Lakemba,['Bakery'],1
Lakemba,['Bangladeshi'],2
Lakemba,['Beverages'],1
Lakemba,['Cafe'],3
Lakemba,['Chinese',1
Lakemba,['Chinese'],1
Lakemba,['Fast Food',4
Lakemba,['Indian',2
Lakemba,['Indian'],4
Lakemba,['Indonesian'],1
Lakemba,['Korean BBQ'],1
Lakemba,['Korean',2
Lakemba,['Korean'],1
Lakemba,['Lebanese'],2
Lakemba,['Malaysian',1
Lakemba,['Pizza',1
Lakemba,['Steak',1
Lakemba,['Thai'],1
Lalor Park,['Asian',1
Lalor Park,['Burger'],1
Lalor Park,['Cafe'],1
Lalor Park,['Italian'],1
Lane Cove,['Burger',2
Lane Cove,['Cafe',2
Lane Cove,['Cafe'],9
Lane Cove,['Chinese',1
Lane Cove,['Chinese'],1
Lane Cove,['French'],1
Lane Cove,['Healthy Food'],1
Lane Cove,['Indian'],2
Lane Cove,['Italian',4
Lane Cove,['Japanese'],2
Lane Cove,['Middle Eastern',1
Lane Cove,['Modern Australian',1
Lane Cove,['Modern Australian'],3
Lane Cove,['Pizza',1
Lane Cove,['Pub Food'],1
Lane Cove,['Seafood'],2
Lane Cove,['Sushi',1
Lane Cove,['Tapas',1
Lane Cove,['Thai',1
Lane Cove,['Thai'],2
Lane Cove,['Vietnamese'],1
Lane Cove North,['Cafe',1
Lane Cove North,['Cafe'],1
Lane Cove North,['Kebab',1
Lane Cove North,['Modern Australian'],2
Lane Cove West,['Cafe',1
Lane Cove West,['Cafe'],3
Lavender Bay,['Cafe'],2
Leichhardt (NSW),['Asian',1
Leichhardt (NSW),['Asian'],1
Leichhardt (NSW),['Australian',1
Leichhardt (NSW),['Bar Food'],2
Leichhardt (NSW),['Burger',1
Leichhardt (NSW),['Burger'],1
Leichhardt (NSW),['Cafe',7
Leichhardt (NSW),['Cafe'],10
Leichhardt (NSW),['Chinese'],4
Leichhardt (NSW),['Desserts',1
Leichhardt (NSW),['Desserts'],1
Leichhardt (NSW),['Dumplings'],1
Leichhardt (NSW),['Fast Food'],1
Leichhardt (NSW),['Greek'],3
Leichhardt (NSW),['Indian'],1
Leichhardt (NSW),['Italian',9
Leichhardt (NSW),['Italian'],10
Leichhardt (NSW),['Japanese',3
Leichhardt (NSW),['Japanese'],1
Leichhardt (NSW),['Kebab'],1
Leichhardt (NSW),['Malaysian'],1
Leichhardt (NSW),['Mexican'],1
Leichhardt (NSW),['Middle Eastern',1
Leichhardt (NSW),['Modern Australian',1
Leichhardt (NSW),['Modern Australian'],2
Leichhardt (NSW),['Pizza'],1
Leichhardt (NSW),['Pub Food'],3
Leichhardt (NSW),['Seafood'],1
Leichhardt (NSW),['Sushi',1
Leichhardt (NSW),['Thai',1
Leichhardt (NSW),['Thai'],3
Leichhardt (NSW),['Turkish'],1
Leichhardt (NSW),['Vietnamese'],1
Lewisham (NSW),['Cafe'],1
Lewisham (NSW),['Crepes',1
Lewisham (NSW),['Drinks Only'],1
Lewisham (NSW),['Pub Food'],1
Lidcombe,['Asian',1
Lidcombe,['Asian'],2
Lidcombe,['Burger',1
Lidcombe,['Burger'],1
Lidcombe,['Cafe',5
Lidcombe,['Cafe'],12
Lidcombe,['Chinese',1
Lidcombe,['Chinese'],1
Lidcombe,['Fast Food'],1
Lidcombe,['Filipino'],1
Lidcombe,['Fish and Chips'],1
Lidcombe,['Italian',4
Lidcombe,['Japanese'],1
Lidcombe,['Kebab'],1
Lidcombe,['Korean BBQ',2
Lidcombe,['Korean BBQ'],3
Lidcombe,['Korean',5
Lidcombe,['Korean'],12
Lidcombe,['Middle Eastern',1
Lidcombe,['Pizza'],1
Lidcombe,['Sushi',1
Lidcombe,['Sushi'],1
Lidcombe,['Vietnamese',1
Lilyfield,['Australian',1
Lilyfield,['Cafe'],6
Lilyfield,['Fast Food',1
Lilyfield,['Malaysian',1
Lilyfield,['Pub Food',1
Lindfield,['Australian',1
Lindfield,['Cafe',2
Lindfield,['Cafe'],2
Lindfield,['Chinese'],1
Lindfield,['European',1
Lindfield,['Fast Food',1
Lindfield,['Indian'],1
Lindfield,['Iranian'],1
Lindfield,['Italian',2
Lindfield,['Italian'],1
Lindfield,['Japanese',1
Lindfield,['Modern Australian'],1
Lindfield,['Pizza',1
Lindfield,['Thai'],2
Little Bay,['Cafe',1
Little Bay,['Cafe'],1
Little Bay,['Malaysian',1
Little Bay,['Modern Australian'],1
Little Bay,['Pizza'],1
Liverpool,['Arabian',1
Liverpool,['Asian',2
Liverpool,['BBQ',1
Liverpool,['Bakery',3
Liverpool,['Bakery'],1
Liverpool,['Bar Food'],1
Liverpool,['Beverages',1
Liverpool,['Bubble Tea'],1
Liverpool,['Burger',2
Liverpool,['Burger'],1
Liverpool,['Cafe',3
Liverpool,['Cafe'],16
Liverpool,['Charcoal Chicken'],1
Liverpool,['Chinese',2
Liverpool,['Chinese'],4
Liverpool,['Coffee and Tea',1
Liverpool,['Desserts',2
Liverpool,['Fast Food',1
Liverpool,['Healthy Food'],1
Liverpool,['Indian',5
Liverpool,['Indian'],7
Liverpool,['Iraqi',1
Liverpool,['Italian',3
Liverpool,['Italian'],2
Liverpool,['Japanese',1
Liverpool,['Kebab',1
Liverpool,['Lebanese'],3
Liverpool,['Middle Eastern',3
Liverpool,['Middle Eastern'],2
Liverpool,['Modern Australian',1
Liverpool,['Modern Australian'],1
Liverpool,['Pizza',2
Liverpool,['Pizza'],3
Liverpool,['Pub Food'],4
Liverpool,['Seafood',1
Liverpool,['Sushi',2
Liverpool,['Sushi'],1
Liverpool,['Thai',2
Liverpool,['Thai'],3
Liverpool,['Turkish'],1
Liverpool,['Vietnamese'],2
Loftus,['Cafe'],1
Longueville,['Modern Australian',1
Lugarno,['BBQ'],1
Lugarno,['Cafe',1
Lugarno,['Chinese'],1
Lugarno,['Modern Australian',1
Lugarno,['Pizza'],1
Lugarno,['Seafood',1
Macquarie Fields,['Cafe'],1
Macquarie Fields,['Fast Food'],1
Macquarie Fields,['Japanese'],1
Macquarie Fields,['Kebab',1
Macquarie Fields,['Lebanese',1
Macquarie Fields,['Pizza'],1
Macquarie Fields,['Thai'],1
Macquarie Fields,['Turkish',1
Macquarie Park,['American',2
Macquarie Park,['Asian',1
Macquarie Park,['Asian'],1
Macquarie Park,['Australian'],1
Macquarie Park,['Bar Food'],1
Macquarie Park,['Burger',1
Macquarie Park,['Cafe',4
Macquarie Park,['Cafe'],12
Macquarie Park,['Chinese',3
Macquarie Park,['Chinese'],2
Macquarie Park,['Desserts',1
Macquarie Park,['Fast Food',1
Macquarie Park,['Fast Food'],1
Macquarie Park,['Healthy Food'],1
Macquarie Park,['Ice Cream',1
Macquarie Park,['Indian'],1
Macquarie Park,['Italian',1
Macquarie Park,['Japanese',4
Macquarie Park,['Japanese'],3
Macquarie Park,['Korean'],1
Macquarie Park,['Malaysian',1
Macquarie Park,['Mexican'],1
Macquarie Park,['Modern Australian',2
Macquarie Park,['Modern Australian'],5
Macquarie Park,['Pizza',1
Macquarie Park,['Sandwich'],2
Macquarie Park,['Sushi',1
Macquarie Park,['Thai',1
Macquarie Park,['Thai'],3
Macquarie Park,['Vietnamese',1
Macquarie Park,['Vietnamese'],1
Malabar,['Burger',1
Malabar,['Cafe'],2
Malabar,['Modern Australian'],1
Manly (NSW),['American',1
Manly (NSW),['American'],2
Manly (NSW),['Asian',2
Manly (NSW),['Bar Food',6
Manly (NSW),['Bar Food'],2
Manly (NSW),['Brazilian'],1
Manly (NSW),['Burger',2
Manly (NSW),['Burger'],2
Manly (NSW),['Cafe',10
Manly (NSW),['Cafe'],11
Manly (NSW),['Chinese',2
Manly (NSW),['Chinese'],1
Manly (NSW),['Coffee and Tea',1
Manly (NSW),['Coffee and Tea'],1
Manly (NSW),['Continental'],1
Manly (NSW),['Deli',1
Manly (NSW),['Drinks Only'],1
Manly (NSW),['Dumplings',1
Manly (NSW),['European',1
Manly (NSW),['Fast Food'],1
Manly (NSW),['Fish and Chips'],1
Manly (NSW),['German',1
Manly (NSW),['Greek'],1
Manly (NSW),['Healthy Food',1
Manly (NSW),['Healthy Food'],1
Manly (NSW),['Indian'],1
Manly (NSW),['Italian',6
Manly (NSW),['Italian'],2
Manly (NSW),['Japanese',6
Manly (NSW),['Japanese'],1
Manly (NSW),['Juices',1
Manly (NSW),['Latin American',1
Manly (NSW),['Meat Pie',1
Manly (NSW),['Mediterranean',1
Manly (NSW),['Mexican',1
Manly (NSW),['Mexican'],5
Manly (NSW),['Middle Eastern',1
Manly (NSW),['Middle Eastern'],1
Manly (NSW),['Modern Australian',6
Manly (NSW),['Modern Australian'],8
Manly (NSW),['Pizza',2
Manly (NSW),['Pizza'],2
Manly (NSW),['Pub Food'],2
Manly (NSW),['Seafood',6
Manly (NSW),['Seafood'],4
Manly (NSW),['Steak',1
Manly (NSW),['Sushi',2
Manly (NSW),['Tapas',3
Manly (NSW),['Tapas'],1
Manly (NSW),['Thai',1
Manly (NSW),['Thai'],3
Manly (NSW),['Vietnamese'],1
Manly Vale,['Cafe'],1
Manly Vale,['Chinese'],1
Manly Vale,['Pizza'],1
Manly Vale,['Thai'],1
Marayong,['Chinese'],1
Maroubra,['Asian',2
Maroubra,['Australian'],1
Maroubra,['Bakery',3
Maroubra,['Burger',1
Maroubra,['Burger'],1
Maroubra,['Cafe',4
Maroubra,['Cafe'],11
Maroubra,['Charcoal Chicken',1
Maroubra,['Chinese',1
Maroubra,['Chinese'],2
Maroubra,['Fast Food',1
Maroubra,['Fish and Chips',1
Maroubra,['Fish and Chips'],1
Maroubra,['Greek',1
Maroubra,['Indian'],2
Maroubra,['Indonesian'],2
Maroubra,['Italian',3
Maroubra,['Japanese',2
Maroubra,['Modern Australian',1
Maroubra,['Modern Australian'],2
Maroubra,['Pizza',1
Maroubra,['Pizza'],1
Maroubra,['Pub Food'],2
Maroubra,['Seafood',1
Maroubra,['Sushi'],1
Maroubra,['Thai'],4
Maroubra,['Yum Cha',1
Marrickville,['Asian',1
Marrickville,['Asian'],1
Marrickville,['BBQ'],1
Marrickville,['Bakery',1
Marrickville,['Bar Food',1
Marrickville,['Bar Food'],2
Marrickville,['Beverages'],1
Marrickville,['Burger',1
Marrickville,['Cafe',9
Marrickville,['Cafe'],28
Marrickville,['Charcoal Chicken',1
Marrickville,['Chinese',2
Marrickville,['Chinese'],1
Marrickville,['Coffee and Tea'],1
Marrickville,['Desserts',1
Marrickville,['Drinks Only'],1
Marrickville,['Fish and Chips'],1
Marrickville,['German'],1
Marrickville,['Greek',1
Marrickville,['Greek'],2
Marrickville,['Grill',1
Marrickville,['Healthy Food',1
Marrickville,['Indian'],3
Marrickville,['Italian',1
Marrickville,['Japanese',2
Marrickville,['Japanese'],1
Marrickville,['Korean',1
Marrickville,['Middle Eastern'],2
Marrickville,['Modern Australian',1
Marrickville,['Pizza',2
Marrickville,['Pizza'],1
Marrickville,['Portuguese'],2
Marrickville,['Pub Food'],3
Marrickville,['Sandwich',1
Marrickville,['Seafood',1
Marrickville,['Sushi',1
Marrickville,['Sushi'],1
Marrickville,['Thai'],5
Marrickville,['Turkish',1
Marrickville,['Vietnamese',7
Marrickville,['Vietnamese'],8
Marsfield,['Cafe'],1
Marsfield,['Chinese',1
Marsfield,['Italian',1
Marsfield,['Malaysian',1
Marsfield,['Pizza'],1
Marsfield,['Seafood'],1
Mascot,['Asian'],2
Mascot,['Australian',2
Mascot,['BBQ'],1
Mascot,['Bakery',6
Mascot,['Bar Food',2
Mascot,['Bar Food'],2
Mascot,['Burger',5
Mascot,['Burger'],1
Mascot,['Cafe',7
Mascot,['Cafe'],30
Mascot,['Chinese',1
Mascot,['Chinese'],3
Mascot,['Fast Food',1
Mascot,['Fast Food'],1
Mascot,['Greek'],1
Mascot,['Healthy Food',1
Mascot,['Indian'],2
Mascot,['Indonesian'],4
Mascot,['Italian',3
Mascot,['Italian'],1
Mascot,['Japanese BBQ',1
Mascot,['Japanese',4
Mascot,['Japanese'],1
Mascot,['Juices',1
Mascot,['Kebab',1
Mascot,['Korean'],1
Mascot,['Lebanese',1
Mascot,['Meat Pie',1
Mascot,['Mediterranean',1
Mascot,['Modern Australian',5
Mascot,['Modern Australian'],2
Mascot,['Pizza',2
Mascot,['Pub Food'],1
Mascot,['Spanish',1
Mascot,['Steak',1
Mascot,['Sushi',1
Mascot,['Sushi'],1
Mascot,['Thai'],4
Mascot,['Vietnamese',2
Mascot,['Vietnamese'],1
Matraville,['American',1
Matraville,['Asian',2
Matraville,['Burger'],1
Matraville,['Cafe',2
Matraville,['Cafe'],4
Matraville,['Chinese'],2
Matraville,['Italian'],1
Matraville,['Pizza'],1
Matraville,['Portuguese',1
Matraville,['Thai'],1
Matraville,['Turkish'],1
McMahons Point,['African',1
McMahons Point,['Asian'],1
McMahons Point,['Burger',1
McMahons Point,['Cafe',1
McMahons Point,['Cafe'],2
McMahons Point,['Deli',1
McMahons Point,['European',1
McMahons Point,['Indian'],1
McMahons Point,['Italian'],1
McMahons Point,['Pizza',1
McMahons Point,['Pub Food',2
McMahons Point,['Seafood',1
McMahons Point,['Spanish',1
McMahons Point,['Thai'],2
Meadowbank (NSW),['Cafe'],1
Meadowbank (NSW),['Chinese',1
Meadowbank (NSW),['Chinese'],1
Meadowbank (NSW),['Fish and Chips',1
Meadowbank (NSW),['Fish and Chips'],1
Meadowbank (NSW),['Grill',1
Meadowbank (NSW),['Pizza',1
Meadowbank (NSW),['Pizza'],1
Meadowbank (NSW),['Sushi',1
Meadowbank (NSW),['Thai'],3
Melrose Park (NSW),['Burger'],1
Melrose Park (NSW),['Cafe',1
Melrose Park (NSW),['Italian'],1
Menai,['Asian',1
Menai,['Asian'],1
Menai,['Burger',1
Menai,['Cafe'],1
Menai,['Chinese',1
Menai,['Chinese'],2
Menai,['Deli'],1
Menai,['Indian',1
Menai,['Italian',4
Menai,['Japanese',1
Menai,['Mediterranean'],1
Menai,['Modern Australian'],2
Menai,['Seafood'],1
Menai,['Tapas',1
Menai,['Thai'],2
Menai,['Vietnamese'],1
Merrylands,['Afghani'],2
Merrylands,['African',1
Merrylands,['American'],2
Merrylands,['Asian'],1
Merrylands,['BBQ',1
Merrylands,['Bakery',2
Merrylands,['Bakery'],1
Merrylands,['Burger',1
Merrylands,['Burger'],2
Merrylands,['Cafe',2
Merrylands,['Cafe'],6
Merrylands,['Chinese',1
Merrylands,['Chinese'],3
Merrylands,['Desserts',1
Merrylands,['Indian'],1
Merrylands,['Iranian'],3
Merrylands,['Italian',2
Merrylands,['Japanese'],1
Merrylands,['Kebab',1
Merrylands,['Kebab'],1
Merrylands,['Latin American'],1
Merrylands,['Mexican'],1
Merrylands,['Middle Eastern',2
Merrylands,['Nepalese'],1
Merrylands,['Pizza',2
Merrylands,['Pizza'],4
Merrylands,['Pub Food'],1
Merrylands,['Syrian',1
Merrylands,['Thai'],3
Merrylands,['Turkish',1
Merrylands,['Turkish'],1
Merrylands West,['Asian',1
Merrylands West,['Fast Food',1
Merrylands West,['Fast Food'],1
Merrylands West,['Middle Eastern'],1
Merrylands West,['Modern Australian',1
Middle Cove,['Cafe',1
Millers Point,['Australian',1
Millers Point,['Australian'],1
Millers Point,['Cafe',3
Millers Point,['Cafe'],2
Millers Point,['Chinese',1
Millers Point,['Chinese'],1
Millers Point,['European'],1
Millers Point,['Indian'],2
Millers Point,['Italian'],1
Millers Point,['Japanese'],1
Millers Point,['Modern Australian'],1
Millers Point,['Pub Food',2
Millers Point,['Seafood',1
Milperra,['Australian'],2
Milperra,['Cafe'],1
Milperra,['Continental',1
Milperra,['Fast Food'],1
Milperra,['Modern Australian'],1
Milsons Point,['Cafe'],9
Milsons Point,['European'],1
Milsons Point,['Indian'],1
Milsons Point,['Italian'],2
Milsons Point,['Kebab'],1
Milsons Point,['Malaysian',1
Milsons Point,['Modern Australian',1
Milsons Point,['Modern Australian'],1
Milsons Point,['Pizza',1
Milsons Point,['Sushi'],1
Minto,['Burger',1
Minto,['Cafe',1
Minto,['Chinese'],1
Minto,['Fish and Chips',1
Minto,['Kebab'],1
Minto,['Pizza'],1
Minto,['Thai'],1
Miranda (NSW),['Bakery',1
Miranda (NSW),['Bar Food'],1
Miranda (NSW),['Beverages'],1
Miranda (NSW),['Burger',1
Miranda (NSW),['Cafe',3
Miranda (NSW),['Cafe'],6
Miranda (NSW),['Chinese',1
Miranda (NSW),['Chinese'],1
Miranda (NSW),['Fast Food',1
Miranda (NSW),['Greek',1
Miranda (NSW),['Healthy Food'],1
Miranda (NSW),['Indian'],1
Miranda (NSW),['Italian',1
Miranda (NSW),['Italian'],1
Miranda (NSW),['Japanese'],1
Miranda (NSW),['Lebanese',1
Miranda (NSW),['Modern Australian',2
Miranda (NSW),['Pizza',1
Miranda (NSW),['Pizza'],1
Miranda (NSW),['Pub Food'],1
Miranda (NSW),['Seafood',1
Miranda (NSW),['Thai',2
Miranda (NSW),['Thai'],3
Miranda (NSW),['Turkish',1
Miranda (NSW),['Turkish'],1
Monterey,['Cafe'],1
Monterey,['Pizza',1
Moore Park,['Australian',1
Moore Park,['Bar Food',1
Moore Park,['Bar Food'],1
Moore Park,['Burger',1
Moore Park,['Cafe',2
Moore Park,['Cafe'],2
Moore Park,['Chinese',1
Moore Park,['Indian'],1
Moore Park,['Modern Australian'],1
Moore Park,['Pub Food',1
Moore Park,['Spanish',1
Moorebank,['Bakery'],1
Moorebank,['Burger'],1
Moorebank,['Cafe',2
Moorebank,['Cafe'],4
Moorebank,['Chinese',1
Moorebank,['Chinese'],1
Moorebank,['Fast Food',1
Moorebank,['Indian'],1
Moorebank,['Italian',1
Moorebank,['Japanese',1
Moorebank,['Modern Australian',1
Moorebank,['Sandwich',1
Moorebank,['Thai'],1
Mortdale,['Australian',1
Mortdale,['Brasserie',1
Mortdale,['Burger',1
Mortdale,['Cafe',1
Mortdale,['Cafe'],7
Mortdale,['Chinese',1
Mortdale,['Indian'],1
Mortdale,['Italian'],2
Mortdale,['Kebab',1
Mortdale,['Middle Eastern'],1
Mortdale,['Seafood'],3
Mortdale,['Steak',1
Mortdale,['Sushi',1
Mortdale,['Thai'],2
Mortlake (NSW),['Cafe',1
Mortlake (NSW),['Cafe'],1
Mortlake (NSW),['Italian',2
Mortlake (NSW),['Italian'],1
Mortlake (NSW),['Japanese'],1
Mosman,['African',1
Mosman,['Asian',3
Mosman,['Asian'],1
Mosman,['Australian',1
Mosman,['Australian'],1
Mosman,['Bakery',2
Mosman,['Bar Food'],2
Mosman,['Brazilian',1
Mosman,['Burger'],1
Mosman,['Cafe',13
Mosman,['Cafe'],19
Mosman,['Chinese',1
Mosman,['Chinese'],1
Mosman,['Fast Food',1
Mosman,['Fast Food'],1
Mosman,['Greek',1
Mosman,['Greek'],1
Mosman,['Healthy Food'],2
Mosman,['Indian'],1
Mosman,['Italian',3
Mosman,['Italian'],8
Mosman,['Japanese',2
Mosman,['Japanese'],3
Mosman,['Mexican',1
Mosman,['Modern Australian',4
Mosman,['Modern Australian'],9
Mosman,['Moroccan',1
Mosman,['Pizza'],1
Mosman,['Pub Food'],1
Mosman,['Seafood',1
Mosman,['Tapas',2
Mosman,['Teppanyaki'],1
Mosman,['Thai'],3
Mosman,['Vietnamese'],1
Mount Lewis,['Lebanese'],1
Mount Pritchard,['Asian',1
Mount Pritchard,['Burger',1
Mount Pritchard,['Cantonese'],1
Mount Pritchard,['Chinese',1
Mount Pritchard,['Fast Food'],1
Mount Pritchard,['Steak'],1
Mount Pritchard,['Turkish',1
Naremburn,['Asian',1
Naremburn,['Cafe',1
Naremburn,['Cafe'],3
Naremburn,['Fish and Chips'],1
Naremburn,['Japanese',1
Naremburn,['Korean',1
Naremburn,['Pizza'],1
Naremburn,['Tapas',1
Narraweena,['Cafe'],1
Narraweena,['Chinese'],1
Narraweena,['Seafood',1
Narraweena,['Thai'],2
Narraweena,['Turkish',1
Narwee,['Cafe',1
Narwee,['Cafe'],3
Narwee,['Chinese'],1
Narwee,['Modern Australian'],1
Neutral Bay,['American',1
Neutral Bay,['BBQ',1
Neutral Bay,['Bakery',2
Neutral Bay,['Bakery'],1
Neutral Bay,['Bar Food'],1
Neutral Bay,['Cafe',8
Neutral Bay,['Cafe'],12
Neutral Bay,['Chinese'],1
Neutral Bay,['Continental'],1
Neutral Bay,['European'],1
Neutral Bay,['Fish and Chips',1
Neutral Bay,['French'],2
Neutral Bay,['Fusion'],1
Neutral Bay,['Greek'],1
Neutral Bay,['Indian'],3
Neutral Bay,['Italian',1
Neutral Bay,['Italian'],3
Neutral Bay,['Japanese BBQ',1
Neutral Bay,['Japanese BBQ'],1
Neutral Bay,['Japanese',10
Neutral Bay,['Japanese'],2
Neutral Bay,['Korean',1
Neutral Bay,['Malaysian'],1
Neutral Bay,['Middle Eastern',1
Neutral Bay,['Modern Australian'],2
Neutral Bay,['Pizza',2
Neutral Bay,['Pub Food',1
Neutral Bay,['Ramen',2
Neutral Bay,['Sandwich'],2
Neutral Bay,['Seafood',1
Neutral Bay,['Seafood'],1
Neutral Bay,['Singaporean'],1
Neutral Bay,['Tapas'],1
Neutral Bay,['Thai',1
Neutral Bay,['Thai'],3
Neutral Bay,['Tibetan'],1
Neutral Bay,['Vietnamese'],1
Newington (NSW),['Burger',1
Newington (NSW),['Cafe'],2
Newington (NSW),['Fast Food'],1
Newington (NSW),['Indian'],1
Newington (NSW),['Indonesian',1
Newington (NSW),['Italian'],1
Newington (NSW),['Japanese BBQ'],1
Newington (NSW),['Japanese',2
Newington (NSW),['Kebab'],1
Newington (NSW),['Korean BBQ'],1
Newington (NSW),['Korean',1
Newington (NSW),['Korean'],1
Newington (NSW),['Malaysian',1
Newington (NSW),['Pizza',1
Newington (NSW),['Thai'],1
Newington (NSW),['Vietnamese',1
Newtown (NSW),['American',3
Newtown (NSW),['American'],2
Newtown (NSW),['Arabian',1
Newtown (NSW),['Asian',6
Newtown (NSW),['Asian'],2
Newtown (NSW),['Australian',2
Newtown (NSW),['BBQ',1
Newtown (NSW),['Bakery',4
Newtown (NSW),['Bar Food'],4
Newtown (NSW),['British',1
Newtown (NSW),['Burger',5
Newtown (NSW),['Burger'],3
Newtown (NSW),['Cafe',22
Newtown (NSW),['Cafe'],19
Newtown (NSW),['Caribbean'],1
Newtown (NSW),['Chinese',2
Newtown (NSW),['Chinese'],2
Newtown (NSW),['Contemporary'],1
Newtown (NSW),['Deli',1
Newtown (NSW),['Dumplings',2
Newtown (NSW),['Egyptian'],1
Newtown (NSW),['European',2
Newtown (NSW),['Fast Food',1
Newtown (NSW),['Finger Food'],1
Newtown (NSW),['Fish and Chips',1
Newtown (NSW),['French',1
Newtown (NSW),['Fusion',1
Newtown (NSW),['Greek',1
Newtown (NSW),['Greek'],2
Newtown (NSW),['Grill',1
Newtown (NSW),['Indian',2
Newtown (NSW),['Indian'],3
Newtown (NSW),['Indonesian',1
Newtown (NSW),['Iranian'],1
Newtown (NSW),['Italian',6
Newtown (NSW),['Italian'],6
Newtown (NSW),['Japanese',9
Newtown (NSW),['Japanese'],4
Newtown (NSW),['Kebab',2
Newtown (NSW),['Kiwi'],1
Newtown (NSW),['Korean'],1
Newtown (NSW),['Latin American',2
Newtown (NSW),['Latin American'],1
Newtown (NSW),['Lebanese'],2
Newtown (NSW),['Malaysian',1
Newtown (NSW),['Mexican',1
Newtown (NSW),['Mexican'],2
Newtown (NSW),['Middle Eastern',1
Newtown (NSW),['Middle Eastern'],1
Newtown (NSW),['Modern Australian',2
Newtown (NSW),['Modern Australian'],2
Newtown (NSW),['Pizza',1
Newtown (NSW),['Poké',1
Newtown (NSW),['Portuguese',1
Newtown (NSW),['Pub Food',4
Newtown (NSW),['Pub Food'],3
Newtown (NSW),['Sandwich',1
Newtown (NSW),['Seafood',1
Newtown (NSW),['Tapas',1
Newtown (NSW),['Tapas'],1
Newtown (NSW),['Thai',2
Newtown (NSW),['Thai'],11
Newtown (NSW),['Tibetan',1
Newtown (NSW),['Turkish'],3
Newtown (NSW),['Vegetarian',1
